주소,병원분류명,경도,위도
"서울특별시 동대문구 약령시로 133, 1층 4층일부호 (청량리동)",의원,127.044745762835,37.5833853215255
"서울특별시 동대문구 약령시로 133, 2층 (청량리동)",의원,127.044745762835,37.5833853215255
"서울특별시 동대문구 이문로 114, 한국외국어대학교 글로벌홀 2층 (이문동)",의원,127.060682416152,37.5967350539561
"서울특별시 동대문구 약령중앙로2길 2, 2층 (제기동)",한의원,127.037078956556,37.5786782144954
"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 5층 503~507호 (전농동)",치과의원,127.044171994493,37.5793755754741
"서울특별시 동대문구 휘경로 13, 4,5층 (이문동)",의원,127.061743635095,37.5960166838474
"서울특별시 동대문구 답십리로 300, 4층 (장안동)",치과의원,127.073736162971,37.5719741886823
"서울특별시 동대문구 고산자로 406, 2층 (용두동)",의원,127.038579520544,37.5757971648836
"서울특별시 동대문구 서울시립대로 31, 102동 204호 (전농동)",치과의원,127.045864474612,37.5753105451014
"서울특별시 동대문구 망우로 123, 202호 (휘경동)",한의원,127.06659655052,37.591711720367
"서울특별시 동대문구 망우로 131, 2층 (휘경동)",치과의원,127.067427768295,37.5918475685303
서울특별시 동대문구 휘경로3길 4 (이문동),의원,127.062480944175,37.5957907777139
서울특별시 동대문구 약령시로 133 (청량리동),의원,127.044745762835,37.5833853215255
"서울특별시 동대문구 왕산로 45, 3층 301호 (용두동, KY TOWER)",의원,127.028342403596,37.5774146484823
서울특별시 동대문구 망우로 78 (휘경동),한의원,127.062022206819,37.5897577082906
서울특별시 동대문구 전농로 147   (전농동),의원,127.057268822936,37.5779860214922
"서울특별시 동대문구 장안벚꽃로 107, 207호 (장안동)",의원,127.075113657819,37.5710568281709
"서울특별시 동대문구 전농로 134, (전농동)",의원,127.057996432568,37.5768510443127
"서울특별시 동대문구 답십리로 255, 1층 (장안동)",한의원,127.068802685,37.5727616633
"서울특별시 동대문구 한천로58길 75-13, 303호 (이문동)",치과의원,127.068769452719,37.6007507501532
"서울특별시 동대문구 사가정로 122, 301호 (전농동)",치과의원,127.058517800585,37.5772114550055
"서울특별시 동대문구 사가정로25길 50, 3층 (장안동)",한의원,127.0710609330485,37.58099180493217
"서울특별시 동대문구 휘경로 13, (더305빌딩) 8층 (이문동)",의원,127.061743635095,37.5960166838474
"서울특별시 동대문구 이문로 125, 3층 (이문동)",의원,127.06091209001,37.5978850507988
"서울특별시 동대문구 장한로 129, 3층 (장안동)",치과의원,127.070930222624,37.5719953693996
서울특별시 동대문구 약령중앙로2길 13 (제기동),한의원,127.037654159708,37.5788846303513
서울특별시 동대문구 답십리로 276 (장안동),의원,127.070783003428,37.5721698002783
서울특별시 동대문구 무학로 132 (용두동),한의원,127.0307780463058,37.575996049889845
"서울특별시 동대문구 망우로 86, 3층 (휘경동)",의원,127.062841187253,37.5900532510613
서울특별시 동대문구 약령중앙로 8 (제기동),한의원,127.0369966376,37.5788738461
"서울특별시 동대문구 장한로 3, 승원빌딩 4층 (장안동)",치과의원,127.064573772246,37.5621355469546
"서울특별시 동대문구 왕산로 214, 803호 (전농동)",치과의원,127.05114503929,37.584197400389
"서울특별시 동대문구 망우로 74, 2층 (휘경동)",치과의원,127.061365936668,37.5895997469635
"서울특별시 동대문구 왕산로 86, 2층 204~207호 (용두동, 푸르지오시티오피스텔동)",의원,127.032477193881,37.5777504650845
"서울특별시 동대문구 이문로 119, 보인빌딩 4, 5층 (이문동)",의원,127.061872724933,37.5984809170412
서울특별시 동대문구 고산자로 473 (제기동),한의원,127.03829330387288,37.58191518761755
"서울특별시 동대문구 전농로 91, 2층 (답십리동)",의원,127.05713405448697,37.57305779203031
"서울특별시 동대문구 장한로25길 2 , 상미타워 7층  (장안동)",의원,127.071122094113,37.5718765929284
"서울특별시 동대문구 약령서1길 5, 2층 (제기동)",치과의원,127.036204348087,37.578761737821
서울특별시 동대문구 이문로 74 (이문동),의원,127.058567519797,37.5937132059813
서울특별시 동대문구 왕산로 123 (제기동),한의원,127.03715943611788,37.57842690195145
"서울특별시 동대문구 이문로 69, 2층 (이문동)",치과의원,127.057975538074,37.5934101343369
"서울특별시 동대문구 약령중앙로 14-4, 1, 2층 (제기동)",한의원,127.0373319911,37.5793855051
"서울특별시 동대문구 고산자로 449, (제기동)",한의원,127.03816540841136,37.57976726003692
"서울특별시 동대문구 왕산로 190, 청량리렉스프라임 2층 (전농동)",의원,127.044447176728,37.579515216337
서울특별시 동대문구 약령중앙로 8 (제기동),한의원,127.0371008049755,37.57886299786881
"서울특별시 동대문구 왕산로 225, 미주상가 A동 3층 12호, 15호 (청량리동)",의원,127.047209103701,37.5821227010138
서울특별시 동대문구 장한로32길 7 (장안동),요양병원,127.0725816495,37.5754695921
"서울특별시 동대문구 천호대로 313, 네모313빌딩 3층 (답십리동)",의원,127.055308303617,37.5654438438652
서울특별시 동대문구 휘경로3길 4 (이문동),치과의원,127.062480944175,37.5957907777139
"서울특별시 동대문구 약령중앙로 9, 2층 (제기동)",한의원,127.036511029987,37.5792248443783
"서울특별시 동대문구 전농로 94, 1층 (답십리동)",한의원,127.0577728468,37.5731820339
"서울특별시 동대문구 이문로 180, 1~2층 (이문동)",치과의원,127.062284621305,37.6026136344071
"서울특별시 동대문구 약령시로 126, 2층 (청량리동)",치과의원,127.043992283655,37.5829509655537
"서울특별시 동대문구 회기로 173, 2층 (회기동)",의원,127.055501670462,37.5905120215502
"서울특별시 동대문구 한천로 264, 3층 303, 304호 (휘경동)",치과의원,127.068314251007,37.5843095358408
서울특별시 동대문구 왕산로 129 (제기동),한의원,127.03787036659652,37.57839424023477
"서울특별시 동대문구 답십리로 83, 3층 (전농동)",한의원,127.050093692421,37.5748810340224
서울특별시 동대문구 답십리로 77 (전농동),한의원,127.0495874933,37.5751174885
"서울특별시 동대문구 답십리로 9, 5층 (전농동)",의원,127.043528549832,37.5784693244422
서울특별시 동대문구 망우로 82 (휘경동),종합병원,127.0653288266823,37.5879920013054
서울특별시 동대문구 망우로 82 (휘경동),치과병원,127.06355328121,37.5862119387672
서울특별시 동대문구 고산자로 435 (제기동),한의원,127.0381031188843,37.57860950291894
"서울특별시 동대문구 전농로 134, 1층 (전농동)",의원,127.057996432568,37.5768510443127
"서울특별시 동대문구 이문로54길 46, 2층 (이문동)",의원,127.064446861992,37.6054382486418
"서울특별시 동대문구 장한로 144, 3층 (장안동)",의원,127.072120365569,37.5731435969532
서울특별시 동대문구 장한로 144 (장안동),의원,127.072120365569,37.5731435969532
"서울특별시 동대문구 장한로 144, 2, 4층 (장안동)",의원,127.072120365569,37.5731435969532
서울특별시 동대문구 장한로 144 (장안동),의원,127.072120365569,37.5731435969532
"서울특별시 동대문구 장한로 139, 2층 (장안동)",치과의원,127.071425420868,37.5728968765918
서울특별시 동대문구 신이문로 37 (이문동),치과의원,127.066246891728,37.6031954987165
서울특별시 동대문구 전농로 102 1층  (답십리동),한의원,127.0579546384791,37.574021668089856
"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 3층 301호 (답십리동)",치과의원,127.057406070901,37.5680105003259
"서울특별시 동대문구 장한로25길 2, 8층 (장안동)",치과의원,127.071122094113,37.5718765929284
"서울특별시 동대문구 사가정로 229, 2층 (장안동)",치과의원,127.070553264702,37.5789468572164
"서울특별시 동대문구 왕산로 117, 불로장생타워 6층 (제기동)",치과의원,127.036492900333,37.5784958557261
"서울특별시 동대문구 장한로 110, 힐스테이트 장안 센트럴 209~211호 (장안동)",치과의원,127.070844551789,37.5702242447318
"서울특별시 동대문구 천호대로 295 , 2층  (답십리동, 우창프라자아파트)",의원,127.053852977095,37.5664577767003
"서울특별시 동대문구 답십리로69길 8, 3층 (장안동)",치과의원,127.074020684384,37.5727149888064
"서울특별시 동대문구 답십리로 267, 3~5층 (장안동)",의원,127.070154714719,37.572251805454
"서울특별시 동대문구 장한로 10, 조광빌딩 (장안동)",의원,127.065497202,37.56235524179999
서울특별시 동대문구 왕산로 137 (제기동),병원,127.038731404679,37.5785692943084
"서울특별시 동대문구 천호대로 273, 4층 (답십리동)",의원,127.052048442916,37.5678368392544
"서울특별시 동대문구 답십리로 303, 2층 (장안동, 영일빌딩)",치과의원,127.074050602096,37.5724053882196
서울특별시 동대문구 고산자로 421 (용두동),요양병원,127.037921931259,37.5773865518063
"서울특별시 동대문구 장한로28가길 45, 3층 (장안동)",치과의원,127.07257242454,37.5750625285245
"서울특별시 동대문구 왕산로 171, 2,3층 (제기동, ), 왕산로 32길 7(용두동) 4층)",의원,127.0421004343,37.5794848121
"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 4층 (답십리동)",의원,127.054926569574,37.5752237850342
서울특별시 동대문구 답십리로66길 95 (장안동),의원,127.0662225824,37.5686041451
"서울특별시 동대문구 전농로 102 (답십리동, 목련빌딩 101호)",의원,127.05794530456116,37.57404488935597
"서울특별시 동대문구 한천로 193, 동서울농협 장안동지점 4층 (장안동)",의원,127.0678838811574,37.57816455772015
"서울특별시 동대문구 신이문로 27, 3층 (이문동)",치과의원,127.065295029716,37.603158367782
"서울특별시 동대문구 이문로 88, 4층 401,402호 (이문동, 민족통일 대통령 빌딩)",의원,127.0594064196,37.59467171210001
"서울특별시 동대문구 왕산로 86, 2층 201, 202, 203호 (용두동, 푸르지오시티오피스텔동)",치과의원,127.032477193881,37.5777504650845
"서울특별시 동대문구 장한로 170, 4층 (장안동)",의원,127.07227329374643,37.57544631600188
"서울특별시 동대문구 왕산로 171, 4층 (제기동)",의원,127.0421004343,37.5794848121
"서울특별시 동대문구 휘경로 6, 사이버한국외국어대학교 제2교사 4층 (이문동)",의원,127.060749918639,37.5960557619287
"서울특별시 동대문구 천호대로 295, 3층 3호, 6-1호 (답십리동)",의원,127.0537972222222,37.56646111111111
"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",종합병원,127.04983805981972,37.58419129209865
"서울특별시 동대문구 회기로 188, 3층 (휘경동)",치과의원,127.056819059329,37.5897666345711
서울특별시 동대문구 고산자로 379 (용두동),요양병원,127.037720235728,37.5736476693503
"서울특별시 동대문구 사가정로 207, 3층 302호 (장안동, 삼협메디스빌딩)",치과의원,127.0680158642,37.5788924849
"서울특별시 동대문구 왕산로 176, 7층 (전농동)",의원,127.04291512288316,37.57920115810006
"서울특별시 동대문구 이문로 188, 2,3층 (이문동)",의원,127.062236443108,37.6033702213214
서울특별시 동대문구 장한로 22 (장안동),의원,127.066126699769,37.56321714445
"서울특별시 동대문구 사가정로 111-2, 2층 (전농동)",치과의원,127.057197607054,37.5775310539915
"서울특별시 동대문구 사가정로25길 66, 3층 (장안동)",치과의원,127.07120143466987,37.58170340473772
"서울특별시 동대문구 장한로 3, 2층, 3층 (장안동)",의원,127.064573772246,37.5621355469546
"서울특별시 동대문구 망우로 123, 4층 (휘경동)",치과의원,127.0665963248667,37.591712621492064
"서울특별시 동대문구 왕산로 185, 3층 (청량리동)",치과의원,127.043795202414,37.5800963307551
"서울특별시 동대문구 사가정로 122, 207, 208호 (전농동)",의원,126.837894790687,37.5301745162122
"서울특별시 동대문구 휘경로 23, 2층 (이문동)",치과의원,127.062610736569,37.5955512254331
"서울특별시 동대문구 장한로 12, 2층 (장안동)",치과의원,127.065675484514,37.5625047081908
"서울특별시 동대문구 전농로 211, 6층 (전농동)",치과의원,127.053541589111,37.5830564911453
"서울특별시 동대문구 망우로 46, 상가동 3101~3106호 (휘경동)",치과의원,127.058791788697,37.5887655669609
"서울특별시 동대문구 전농로 24, 2층 (답십리동, 계림빌딩)",치과의원,127.05688519580484,37.56701605322286
"서울특별시 동대문구 고산자로 476 , 2층  (제기동)",의원,127.03889333663,37.5821360952478
"서울특별시 동대문구 이문로 29, 3층 (회기동)",한의원,127.055929972302,37.5903156733807
"서울특별시 동대문구 장한로25길 2, 5층 (장안동)",치과의원,127.07112017043092,37.57187731488936
"서울특별시 동대문구 정릉천동로 102, 지하1층~지상4층 (제기동)",병원,127.036023592372,37.5814263021675
"서울특별시 동대문구 이문로 30, 2층 (휘경동)",의원,127.056453204298,37.5901844200243
서울특별시 동대문구 이문로 30 (휘경동),치과의원,127.0561611111111,37.590066666666665
"서울특별시 동대문구 휘경로 12-1, 4층 (이문동)",치과의원,127.06141383551784,37.59578070322635
"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 305-307호 (전농동)",치과의원,127.044171994493,37.5793755754741
"서울특별시 동대문구 천호대로 265, 2층 (답십리동)",한의원,127.05137596406992,37.568294385017786
"서울특별시 동대문구 이문로 98, 3층 (이문동)",의원,127.059872491157,37.5955267877692
서울특별시 동대문구 약령서1길 22 (제기동),한의원,127.0365078853,37.579508298
서울특별시 동대문구 고산자로36길 3 (제기동),한의원,127.0394148518826,37.57946181771969
"서울특별시 동대문구 장안벚꽃로 107, 209호 (장안동, 현대홈타운상가)",한의원,127.07439727816416,37.57110947241456
"서울특별시 동대문구 고산자로 410, 2,3층 (용두동)",의원,127.038769042278,37.5762685931865
"서울특별시 동대문구 홍릉로 59, 2층, 3층 (청량리동)",의원,127.043249910878,37.5854566316203
"서울특별시 동대문구 왕산로26길 4, 1층 (용두동)",의원,127.03630784165247,37.57787215456644
"서울특별시 동대문구 한천로 60, 2층 (장안동)",의원,127.06256224752,37.5669741682164
"서울특별시 동대문구 한천로 60, 2, 4층 (장안동)",한의원,127.06255490315776,37.5669897593406
"서울특별시 동대문구 왕산로 185, 3층 (청량리동)",의원,127.043795202414,37.5800963307551
"서울특별시 동대문구 왕산로 60-1, 1층 101호 (용두동)",의원,127.030147090815,37.5772849087226
"서울특별시 동대문구 답십리로 64, 2,3층 (전농동)",의원,127.048082243179,37.5754876991506
서울특별시 동대문구 답십리로56길 21 (답십리동),의원,127.059860257139,37.5700693174412
"서울특별시 동대문구 사가정로25가길 3, 2층 (장안동)",의원,127.071094776263,37.5812441563495
"서울특별시 동대문구 장한로 119, 308호 (장안동)",의원,127.070212938267,37.571449705126
"서울특별시 동대문구 망우로 19, 2층 (휘경동)",의원,127.055465821895,37.5881303552149
"서울특별시 동대문구 고산자로 441, 1층 (제기동)",한의원,127.0380065057,37.5789636247
"서울특별시 동대문구 답십리로 140, 세기프라자 2층 204, 205일부호 (답십리동)",의원,127.055597303756,37.5724894025765
서울특별시 동대문구 무학로 121 (용두동),한의원,127.03039277039215,37.57505911534756
"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 308, 309호 (전농동)",한의원,127.04712233351924,37.58204579084568
서울특별시 동대문구 홍릉로 41-1 (청량리동),한의원,127.04371065382696,37.58396756740057
"서울특별시 동대문구 장한로25길 2, 3층 (장안동)",한의원,127.071122094113,37.5718765929284
서울특별시 동대문구 사가정로 214 (장안동),의원,127.0687581458,37.5784920135
"서울특별시 동대문구 천호대로 273, 10층 (답십리동)",치과의원,127.052048442916,37.5678368392544
"서울특별시 동대문구 왕산로 81, 2층 206, 207호 (용두동, 두산베어스타워)",한의원,127.0324092691,37.578532817
"서울특별시 동대문구 약령중앙로 46, 2층 (제기동, 소창빌딩)",한의원,127.03738327366948,37.58232633236504
서울특별시 동대문구 장한로25길 2  (장안동),의원,127.0711201704,37.5718773149
"서울특별시 동대문구 고산자로 399, 1, 4, 5층 (용두동)",의원,127.03773637357264,37.5753435163863
"서울특별시 동대문구 사가정로 122, 302호 (전농동)",의원,127.0585228190125,37.57726654194662
"서울특별시 동대문구 사가정로 225, 2층 (장안동)",의원,127.07011659439978,37.57894341783909
"서울특별시 동대문구 천호대로 295, 208호 (답십리동)",의원,127.05385128002388,37.56645885867553
"서울특별시 동대문구 답십리로 305, 2층 (장안동)",의원,127.07447097147504,37.57238882939841
"서울특별시 동대문구 사가정로 207, 5층 (장안동)",의원,127.06813769428642,37.57891571954174
"서울특별시 동대문구 왕산로 117, 불로장생타워 6층전체 (제기동)",한의원,127.036492900333,37.5784958557261
"서울특별시 동대문구 사가정로 80 , 4층  (답십리동)",의원,127.054926569574,37.5752237850342
"서울특별시 동대문구 장한로 139, 한성빌딩 3층 (장안동)",의원,127.071425420868,37.5728968765918
"서울특별시 동대문구 이문로 125, 4층 (이문동)",의원,127.0609603284082,37.59785862408932
"서울특별시 동대문구 제기로 75-1, 1층 (청량리동)",의원,127.0415747092,37.58685152
"서울특별시 동대문구 천호대로 2, 3층 (신설동)",치과의원,127.023557307449,37.5750052699082
"서울특별시 동대문구 천호대로 425, 5층 (장안동)",한의원,127.06632944117088,37.56156009434381
서울특별시 동대문구 천호대로 2 (신설동),치과병원,127.023557307449,37.5750052699082
"서울특별시 동대문구 한천로 207, 지하1,지상1,3~6층 (전농동)",요양병원,127.068137023958,37.579542482041
서울특별시 동대문구 이문로 133-1 (이문동),의원,127.061285484092,37.5986360136685
서울특별시 동대문구 왕산로 123 (제기동),한의원,127.0371277674931,37.57844492813644
"서울특별시 동대문구 망우로 67, 2층 (휘경동)",치과의원,127.060610064015,37.5899007986358
"서울특별시 동대문구 이문로12길 3-9, 3층 (이문동)",치과의원,127.058886641671,37.5939027960425
"서울특별시 동대문구 답십리로 140, 3층 303,304호 (답십리동, 세기프라자)",의원,127.055597303756,37.5724894025765
"서울특별시 동대문구 왕산로28길 43, 천수빌딩 지하1,1,2층 (용두동)",한의원,127.0390918454341,37.57615937631518
"서울특별시 동대문구 장한로 119, 3층 (장안동)",한의원,127.07018669592772,37.57145076783173
"서울특별시 동대문구 왕산로 127, 3층 (제기동, 경동대성빌딩)",한의원,127.0375398262,37.5784484055
"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 7~8층 (전농동)",의원,127.05114707633,37.5841961381161
"서울특별시 동대문구 답십리로 64, 4층 (전농동)",치과의원,127.048082243179,37.5754876991506
"서울특별시 동대문구 장안벚꽃로 107, 상가동 2층 215호 (장안동, 장안현대홈타운)",의원,127.075113657819,37.5710568281709
"서울특별시 동대문구 이문로 96, 2층 (이문동)",치과의원,127.059704288034,37.5953217172312
"서울특별시 동대문구 천호대로 393, 2층 (장안동)",치과의원,127.062743676063,37.5622313185398
"서울특별시 동대문구 장한로 119, 3층 (장안동)",치과의원,127.070212938267,37.571449705126
"서울특별시 동대문구 고산자로 399, 3층 (용두동)",의원,127.037769621436,37.5752762915537
"서울특별시 동대문구 왕산로32길 7, BYC 청량리 오피스텔 5층, 6층 (용두동)",의원,127.04179615724,37.5787296170106
"서울특별시 동대문구 무학로 197, 2층 (용두동)",의원,127.02940253999,37.5819106191006
"서울특별시 동대문구 약령시로 18, 1층 (제기동, 정주빌딩)",한의원,127.0317951387,37.582583852
"서울특별시 동대문구 왕산로 225, 2,3층 (청량리동, 미주상가A동)",의원,127.047209103701,37.5821227010138
"서울특별시 동대문구 왕산로 207, 3층 (청량리동)",의원,127.045777650075,37.580862053993
"서울특별시 동대문구 장안벚꽃로 107, 210호 (장안동, 현대홈타운상가)",치과의원,127.07433073260488,37.57100137192875
"서울특별시 동대문구 왕산로 123, 1층 (제기동)",한의원,127.037160568378,37.5784272619867
"서울특별시 동대문구 홍릉로 5, 2층 (청량리동)",의원,127.0447322298,37.5808245229
서울특별시 동대문구 고산자로 435 (제기동),한의원,127.03812842986753,37.5787053948401
"서울특별시 동대문구 장한로 124, 4층 (장안동)",의원,127.0715040279975,37.57140631313631
"서울특별시 동대문구 휘경로 6, 사이버한국외국어대학교 제2교사 2층 (이문동)",치과의원,127.0609432448534,37.59637560427223
"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",병원,127.072583233437,37.5754686901664
"서울특별시 동대문구 전농로 22, 2층 (답십리동)",치과의원,127.0567129081,37.5667025896
"서울특별시 동대문구 전농로 102, 3층 (답십리동)",치과병원,127.057855083646,37.5739827977728
"서울특별시 동대문구 사가정로 148, 138동 407, 408호 (전농동)",치과의원,127.06074968218437,37.57765397707157
"서울특별시 동대문구 왕산로 176, 4층 (전농동)",의원,127.043012785781,37.5792781556077
"서울특별시 동대문구 장한로 166, 2층 (장안동)",한의원,127.0722507712311,37.57513462518717
"서울특별시 동대문구 고산자로 420, 경동플라자 1층 7호, 32호 (용두동)",한의원,127.0389023516,37.57748570259999
"서울특별시 동대문구 전농로10길 20 , 청솔우성아파트상가 210~211호  (답십리동, 답십리청솔우성아파트)",의원,127.060129124176,37.5746094744702
"서울특별시 동대문구 사가정로 148 , SK아파트주상가 310-1,310-2호  (전농동, 전농 SK아파트)",의원,127.061567688813,37.5766590358858
"서울특별시 동대문구 왕산로 239, 3층 331-335호 (청량리동)",치과의원,127.048169864241,37.5830461915113
"서울특별시 동대문구 답십리로 298, 2층 (장안동)",한의원,127.07356085314768,37.57200916655907
"서울특별시 동대문구 장한로25길 3, 7층 (장안동)",의원,127.070917166801,37.5715971374684
"서울특별시 동대문구 답십리로 298, 2층 (장안동)",의원,127.073563117911,37.5720099760372
"서울특별시 동대문구 답십리로 287, 2층 (장안동)",치과의원,127.07232049628236,37.57269287043213
"서울특별시 동대문구 천호대로 307, 3층 (답십리동)",치과의원,127.05470203857271,37.56584218217605
서울특별시 동대문구 한천로 85 (답십리동),치과의원,127.06370548971822,37.56924874103768
"서울특별시 동대문구 사가정로 148, 3층 (전농동, SK아파트상가)",의원,127.061567688813,37.5766590358858
"서울특별시 동대문구 왕산로 151, 4층 (제기동)",치과의원,127.040174173148,37.5788570401089
"서울특별시 동대문구 왕산로 200, 5층 507~510호 (전농동)",의원,127.04616117771,37.5798901828732
"서울특별시 동대문구 이문로 23-1, 운경빌딩 4층 (회기동)",치과의원,127.055328706401,37.5899622272059
"서울특별시 동대문구 서울시립대로 92, 2층 (전농동)",의원,127.05014008203,37.5788979171063
"서울특별시 동대문구 안암로 20, 2층 (용두동)",치과의원,127.024981260458,37.5793300201067
"서울특별시 동대문구 신이문로 27, 2층 (이문동)",의원,127.065295029716,37.603158367782
"서울특별시 동대문구 약령시로 2, 2층 (제기동)",의원,127.030170932926,37.5825053512277
"서울특별시 동대문구 장한로 39, 3층 (장안동)",의원,127.066529832403,37.5648350170019
"서울특별시 동대문구 답십리로 293, 2층 (장안동)",치과의원,127.073032679501,37.5724831474925
"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 4층 (답십리동)",치과의원,127.054926569574,37.5752237850342
"서울특별시 동대문구 왕산로 225 , 미주상가 A동 309호  (청량리동)",의원,127.047209103701,37.5821227010138
"서울특별시 동대문구 고산자로34길 70, 청량리역 해링턴플레이스 204~207호 (용두동)",치과의원,127.042196782039,37.5782923121696
서울특별시 동대문구 망우로 76 (휘경동),치과의원,127.061653878029,37.5897492517301
"서울특별시 동대문구 답십리로 130 , 래미안위브아파트 301동 지층 상가  (답십리동, 래미안위브)",의원,127.052401156065,37.5728549565736
"서울특별시 동대문구 장한로 140, 4층 (장안동)",치과의원,127.07215347959392,37.57285336630776
"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 4층 401호 (신설동)",의원,127.025796515924,37.5768030967407
